1.98,1.44,22.32,23.82
1.10,1.58,2.36,3.74
1.14,1.51,3.67,5.22
1.12,8.28,2.98,5.80
1.11,3.54,2.64,9.46
8.03,2.37,8.17,5.07
1.31,4.96,2.29,5.08
1.20,1.31,3.23,3.88
7.39,4.30,9.35,18.58
9.62,32.84,55.17,87.21
10.90,7.06,6.42,11.13
78.83,73.20,96.35,56.65
1.15,1.42,2.55,7.83
16.92,14.24,3.38,4.86
3.96,1.50,3.26,3.90
1.17,4.17,8.19,3.86
1.25,0.06,10.05,4.45
3.71,1.36,3.68,18.12
3.63,2.36,2.86,4.05
6.76,5.19,10.78,10.69
1.24,8.11,2.29,7.73
1.08,3.59,2.36,3.74
1.10,11.40,3.88,4.10
1.09,4.47,2.31,5.66
1.01,1.13,2.31,3.67
1.11,1.14,6.64,6.45
1.52,1.06,5.09,4.31
1.11,1.15,3.01,4.27
3.22,1.52,9.60,13.00
8.00,8.52,10.50,4.56
1.46,8.14,11.43,20.99
3.36,2.57,3.11,4.24
1.22,1.15,13.69,3.51
1.32,3.51,2.57,6.70
1.99,5.37,2.34,11.63
7.36,12.83,4.97,3.75
1.04,4.65,6.90,3.70
1.11,2.09,2.47,3.79
1.08,5.99,4.49,5.62
3.22,8.74,9.24,16.02
1.10,11.31,2.83,10.78
18.31,17.12,9.74,6.09
3.02,1.72,10.91,16.97
2.39,1.77,16.52,4.12
0.92,2.22,2.85,5.60
1.25,1.67,2.90,6.96
4.01,1.30,2.59,4.09
1.08,1.75,4.55,5.53
10.29,3.46,3.15,5.06
1.17,1.78,13.56,6.45
1.12,2.03,3.75,4.85
1.09,7.22,10.58,6.04
10.47,33.23,3.22,5.14
1.18,4.79,15.87,4.01
1.30,1.72,1.96,3.94
1.10,1.71,2.40,3.21
1.10,1.69,3.85,8.19
1.07,1.65,2.19,6.02
1.08,1.83,1.71,8.25
1.08,1.99,3.59,17.39
1.44,1.76,1.90,3.90
1.09,1.31,5.64,4.61
1.25,5.74,5.57,5.68
1.16,4.79,1.88,3.72
2.19,13.83,1.92,3.44
1.06,1.64,11.21,4.27
1.39,1.65,1.87,3.03
1.12,1.62,5.30,7.72
1.76,1.64,5.75,3.87
12.22,1.82,9.28,3.63
4.35,1.99,4.44,5.32
4.67,2.21,3.53,3.75
1.12,3.37,2.89,15.96
25.80,8.71,28.27,6.77
1.99,4.39,2.66,15.84
115.09,3.53,2.49,6.79
176.83,159.86,179.36,NaN
163.67,81.35,24.00,4.54
138.53,65.71,41.23,6.89
44.76,35.97,49.25,3.13
7.30,1.14,4.59,3.13
1.74,1.32,2.62,4.40
20.47,1.27,19.14,4.03
2.09,2.87,2.38,3.26
12.22,1.96,2.27,11.94
1.25,1.21,5.28,3.33
29.35,4.69,17.39,3.61
3.18,1.22,3.32,3.04
59.68,21.11,40.20,3.70
NaN,36.02,55.36,4.14
1.88,1.14,1.74,3.50
43.08,18.23,37.61,5.07
122.87,1.13,9.99,5.44
119.26,90.23,26.14,7.94
17.33,1.16,3.68,3.14
NaN,2.29,5.59,7.55
29.92,2.75,4.42,11.77
34.05,1.73,4.24,5.23
13.64,3.05,9.82,5.66
4.07,1.18,3.01,4.82
6.05,1.30,1.64,2.92
15.22,1.13,14.71,11.31
17.24,30.74,15.73,3.06
2.68,1.12,2.50,5.81
5.56,1.15,5.66,8.27
2.76,6.48,12.71,4.57
14.83,5.34,12.61,9.05
36.49,27.29,25.00,3.02
NaN,39.56,44.46,3.24
3.55,1.58,5.01,10.07
22.59,17.27,25.83,28.30
120.31,59.46,125.17,174.34
577.99,NaN,268.66,377.52
192.40,657.56,476.39,94.73
NaN,NaN,NaN,NaN
NaN,NaN,1.86,1.27
NaN,NaN,NaN,266.17
NaN,NaN,NaN,NaN
NaN,NaN,341.16,308.05
NaN,NaN,352.98,459.53
NaN,NaN,62.80,124.71
NaN,NaN,NaN,87.52
NaN,NaN,17.28,0.08
NaN,NaN,8.52,15.82
5.97,15.68,20.61,13.77
7.38,7.92,8.01,2.16
198.91,195.37,NaN,1.87
NaN,NaN,NaN,10.26
NaN,NaN,NaN,26.14
NaN,NaN,NaN,293.16
NaN,NaN,NaN,199.43
NaN,NaN,NaN,141.36
NaN,NaN,NaN,725.58
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,500.76
NaN,NaN,NaN,185.16
NaN,NaN,NaN,280.37
42.49,0.02,NaN,350.12
NaN,NaN,NaN,113.07
NaN,NaN,NaN,150.51
NaN,NaN,NaN,54.34
NaN,NaN,NaN,111.14
