10.25,8.87,11.64,11.27
3.87,4.10,1.18,13.03
3.05,2.84,4.21,13.25
3.05,8.82,1.44,19.78
2.92,4.35,2.35,12.03
2.99,14.27,2.41,4.37
2.93,4.22,11.50,24.34
5.10,2.73,1.99,4.99
4.92,6.57,2.03,14.97
5.10,2.66,1.61,4.53
4.31,3.46,1.40,7.75
4.78,2.63,1.37,23.22
27.19,4.37,6.95,7.24
3.07,9.73,1.51,15.38
19.84,4.76,1.84,4.33
3.90,20.53,2.02,4.10
2.97,5.41,15.43,10.55
5.64,3.99,3.98,6.75
24.03,28.59,16.02,33.08
4.88,9.97,14.78,11.35
4.80,2.79,1.10,6.18
3.49,4.21,2.61,7.56
2.58,14.61,5.22,7.26
8.13,11.67,19.66,7.69
8.46,40.44,37.93,40.34
2.73,4.79,11.32,47.92
4.93,8.60,3.82,2.87
3.09,5.09,3.89,13.20
2.46,7.57,4.24,8.85
3.35,18.93,7.74,26.90
3.71,6.13,10.39,11.27
8.13,3.56,2.38,2.92
3.71,9.62,7.28,9.39
7.18,6.59,3.08,7.40
3.11,12.22,10.58,4.68
3.66,32.73,1.17,24.44
51.52,3.42,1.22,17.22
3.02,27.22,3.73,19.27
3.10,3.46,1.55,5.42
3.53,3.63,3.34,9.00
3.77,2.70,1.22,30.25
2.99,2.29,2.62,16.32
2.39,9.28,8.45,46.31
2.43,3.39,1.20,11.03
2.85,3.64,1.22,35.37
2.39,3.45,1.20,10.79
5.99,3.66,1.21,8.73
8.26,14.30,3.65,8.94
3.73,8.12,14.06,3.92
3.72,11.43,1.15,3.62
2.77,2.34,8.08,3.54
2.79,2.51,1.21,9.15
3.27,3.49,1.19,3.83
2.96,4.38,1.85,16.60
7.22,7.20,1.19,10.85
3.73,3.87,2.78,9.21
7.05,5.01,17.91,15.35
6.26,11.00,5.53,76.30
3.03,2.33,1.24,10.48
2.97,3.21,1.30,3.59
2.84,48.86,1.16,43.15
6.58,8.54,3.45,6.22
4.00,3.36,1.16,11.88
3.40,2.22,1.40,9.78
3.93,6.49,3.02,11.03
3.80,6.53,7.98,20.06
4.16,3.72,1.76,7.19
2.94,2.91,1.85,4.77
4.18,3.52,1.15,4.16
2.96,3.88,3.31,4.33
5.64,4.42,1.39,12.96
2.95,16.24,1.16,10.32
4.70,6.65,1.18,5.45
4.94,2.37,1.20,3.82
7.24,3.58,1.17,91.61
6.78,20.18,1.24,53.18
7.24,3.61,1.41,3.93
4.86,3.93,1.27,3.80
6.12,4.54,1.34,4.12
2.95,2.44,1.30,4.35
5.01,3.28,5.07,34.21
5.54,4.58,1.35,5.63
5.35,27.91,2.12,30.71
8.95,5.04,1.25,4.92
17.00,4.31,1.25,4.18
3.49,4.75,1.54,3.59
50.56,15.15,2.17,26.27
84.71,7.12,1.24,8.19
3.45,2.28,1.27,6.99
3.69,2.53,1.24,3.54
3.58,2.50,1.34,3.54
12.98,2.18,1.57,7.57
7.04,6.54,2.04,0.85
27.23,3.26,1.74,5.32
3.03,2.42,1.39,3.44
3.05,2.32,1.26,7.94
6.12,37.97,3.32,24.87
5.42,7.88,2.43,64.68
4.33,4.18,2.62,3.45
7.85,8.52,1.65,81.68
12.60,4.05,1.95,5.34
33.44,5.13,4.58,8.50
6.86,2.17,1.18,29.25
8.65,4.07,9.06,4.23
4.05,5.10,1.78,17.45
8.82,6.24,5.73,32.16
2.43,73.72,5.68,115.13
2.41,2.78,1.39,3.12
3.60,6.77,1.24,24.22
8.04,4.07,1.83,9.88
2.54,5.20,1.20,3.22
