9.46,5.68,8.30,3.39
2.27,1.53,5.45,3.89
3.74,1.16,2.63,1.35
1.12,23.24,2.56,1.36
0.85,1.15,31.49,8.13
1.14,2.46,8.09,1.29
1.50,3.36,3.65,2.69
11.05,1.34,4.54,1.30
1.15,1.29,2.67,1.37
1.17,1.13,5.91,2.76
9.22,17.00,9.14,2.12
10.22,37.49,8.21,4.36
8.38,1.15,3.31,2.71
2.65,12.29,2.47,1.54
3.14,1.20,2.99,1.42
9.88,2.06,3.67,1.36
0.06,1.21,17.74,2.32
1.38,1.41,8.12,1.34
1.25,1.15,2.45,1.56
1.13,3.13,2.44,1.76
2.21,1.14,3.99,5.07
3.18,2.89,3.65,1.29
1.12,5.64,3.42,5.77
5.89,1.10,5.81,2.81
1.21,1.09,3.41,4.58
1.38,4.03,5.78,2.88
11.69,1.19,2.58,1.11
1.71,1.29,12.10,2.54
1.47,3.18,14.53,1.10
2.91,1.14,2.45,1.12
1.66,1.12,2.60,2.63
11.46,1.23,21.23,1.15
1.73,9.96,2.48,1.17
1.77,6.22,3.51,19.64
1.74,2.05,10.74,10.86
3.74,1.97,14.02,2.93
7.76,1.15,2.55,1.70
1.80,2.86,3.35,1.67
1.74,1.73,2.45,2.70
1.97,1.39,3.78,13.51
1.75,2.34,2.50,1.72
1.69,1.12,2.45,2.07
7.99,1.09,2.07,4.45
1.69,1.15,2.44,1.73
4.19,12.41,6.77,5.06
5.69,1.25,11.26,1.90
1.75,1.24,3.75,1.92
2.26,1.14,3.34,3.13
1.67,1.19,2.87,2.51
2.74,9.64,7.42,1.69
2.72,1.99,3.32,4.97
1.92,4.58,2.68,2.32
1.89,2.22,3.14,2.37
2.06,1.86,2.35,13.85
1.72,1.31,3.39,1.80
1.71,1.18,2.40,5.68
5.66,1.12,16.13,7.86
2.51,3.02,3.27,6.79
9.60,1.12,2.54,2.03
1.69,4.19,2.63,1.73
3.39,0.95,7.05,1.75
2.03,1.12,5.46,2.07
1.71,1.48,4.46,1.17
1.76,1.50,11.60,1.74
25.15,2.28,11.56,1.80
2.53,2.09,4.00,1.61
1.43,1.29,2.33,2.32
77.81,7.15,3.89,58.42
11.23,1.85,4.15,1.75
3.36,3.18,3.61,3.77
1.78,1.17,3.00,1.75
1.70,1.19,5.82,1.67
1.69,3.31,10.24,2.18
2.02,11.77,2.51,2.65
2.86,1.36,7.88,3.35
